,Subrun,Event,Type,Num,Pred,Prob,ystart,yend,ydiff,length,Eng,Michel
1458,154,7656,Pion,1.0,1.0,0.629776,66.2254,71.9173,5.6919,13.1503,0.8996,0
1459,220,10980,Pion,1.0,1.0,0.975266,-63.792,-4.37969,59.4123,71.7238,0.461344,0
1460,226,11298,Pion,1.0,0.0,0.738686,-76.5428,-33.0228,43.52,111.411,0.714866,0
1461,142,7055,Pion,1.0,0.0,0.947077,117.404,73.94,43.4642,143.031,1.86663,0
1462,217,10838,Pion,1.0,1.0,0.99923,-76.5845,-83.0118,6.42728,13.567,0.575994,0
1463,230,11484,Pion,1.0,1.0,0.980619,-3.33844,-24.3169,20.9785,42.0237,1.70346,0
1464,263,13135,Pion,1.0,0.0,0.682274,-32.902,-24.9655,7.93643,19.5077,1.95292,0
1465,230,11493,Pion,1.0,1.0,0.963667,-88.4519,-78.9533,9.49863,106.218,1.91512,0
1466,135,6736,Pion,1.0,1.0,0.999413,-46.6323,-47.4357,0.803379,35.3453,1.14576,0
1467,192,9595,Pion,1.0,1.0,0.989221,-5.18969,-102.036,96.8465,149.609,0.941614,0
1468,183,9149,Pion,1.0,0.0,0.569397,63.6167,62.3559,1.26077,6.48169,1.39331,0
1469,232,11581,Pion,1.0,1.0,0.999519,27.4144,-10.6132,38.0276,72.1495,1.05618,0
1470,230,11495,Pion,1.0,1.0,0.738076,-34.7775,-83.6736,48.8961,70.9899,1.1816,0
1471,262,13054,Pion,1.0,1.0,0.959799,-114.51,-41.6539,72.856,87.5934,1.57481,0
1472,153,7603,Pion,1.0,1.0,0.995987,-35.7256,-0.00983144,35.7158,38.3568,1.586,0
1473,97,4836,Pion,1.0,1.0,0.997747,-43.7634,-32.2891,11.4743,53.6497,0.757473,0
1474,97,4836,Pion,1.0,1.0,0.997747,-67.7113,-44.4171,23.2943,49.0566,0.757473,0
1475,136,6791,Pion,1.0,1.0,0.636945,-25.4342,-57.1183,31.6841,38.2691,0.973718,0
1476,151,7529,Pion,1.0,0.0,0.748857,-35.3653,-25.3979,9.96741,26.9433,1.26872,0
1477,258,12897,Pion,1.0,1.0,0.993475,-109.263,-40.41,68.8531,108.032,1.39175,0
1478,97,4826,Pion,1.0,1.0,0.999882,28.3137,62.2588,33.9451,37.5145,1.22407,0
1479,206,10273,Pion,1.0,0.0,0.951091,117.681,-65.5629,183.244,221.305,0.771908,0
1480,218,10876,Pion,1.0,1.0,0.997315,14.8217,35.172,20.3503,65.0732,1.86568,0
1481,223,11103,Pion,1.0,0.0,0.575144,-1.64784,38.1937,39.8416,51.3132,0.568363,0
1482,259,12907,Pion,1.0,1.0,0.996232,-45.498,26.9995,72.4974,75.5489,1.98726,0
1483,259,12907,Pion,1.0,1.0,0.996232,-47.0178,-47.6896,0.671806,0.905169,1.98726,0
1484,210,10483,Pion,1.0,1.0,0.576998,-94.7207,-115.304,20.5837,27.0897,1.77687,0
1485,147,7302,Pion,1.0,1.0,0.981747,-21.2682,-29.0997,7.83146,19.1228,1.29267,0
1486,187,9350,Pion,1.0,1.0,0.998906,-62.5521,16.1663,78.7185,155.383,0.812995,0
1487,136,6781,Pion,1.0,1.0,0.810792,-102.109,-95.875,6.23383,9.89934,0.305059,0
1488,205,10212,Pion,1.0,1.0,0.50757,0.716526,-46.479,47.1955,111.323,0.589727,0
1489,141,7036,Pion,1.0,1.0,0.949017,-60.5099,-98.5049,37.9951,40.9977,0.825474,0
1490,225,11216,Pion,1.0,0.0,0.683989,70.013,72.5362,2.52325,7.02875,1.34041,0
1491,191,9508,Pion,1.0,1.0,0.885455,38.0997,105.038,66.9379,84.2447,1.91079,0
1492,215,10724,Pion,1.0,1.0,0.639461,70.0575,53.8969,16.1605,19.7182,0.859956,0
1493,223,11131,Pion,1.0,0.0,0.754157,8.67711,7.20245,1.47466,9.11509,0.411453,0
1494,212,10556,Pion,1.0,1.0,0.997847,11.9782,16.5564,4.57818,21.2748,1.16077,0
1495,148,7374,Pion,1.0,1.0,0.950414,101.568,89.7989,11.7689,14.3976,1.06627,0
1496,133,6621,Pion,1.0,1.0,0.998488,86.1164,94.7978,8.68146,135.343,1.62213,0
1497,267,13303,Pion,1.0,1.0,0.999519,-100.576,-91.0971,9.47884,17.0697,0.816442,0
1498,234,11695,Pion,1.0,1.0,0.996907,-71.3785,-72.9584,1.57987,1.61282,0.59035,0
1499,222,11089,Pion,1.0,1.0,0.865889,-26.5942,-43.0475,16.4533,138.937,1.3735,0
1500,220,10989,Pion,1.0,0.0,0.866305,87.3795,75.9866,11.3929,69.852,0.69448,0
1501,144,7171,Pion,1.0,1.0,0.9962,-21.4512,-1.86056,19.5907,56.3007,0.966268,0
1502,144,7171,Pion,1.0,1.0,0.9962,0.373859,15.677,15.3032,34.2748,0.966268,0
1503,228,11395,Pion,1.0,0.0,0.656219,-8.34734,-59.0738,50.7264,52.0949,0.300823,0
1504,231,11507,Pion,1.0,1.0,0.962818,-62.047,-112.745,50.6981,87.2155,0.810925,0
1505,262,13062,Pion,1.0,0.0,0.907952,-3.13882,-115.24,112.101,138.643,0.870738,0
1506,138,6893,Pion,1.0,0.0,0.700942,42.4129,55.2435,12.8306,28.4383,0.990808,0
1507,225,11221,Pion,1.0,1.0,0.99569,117.436,90.4325,27.0039,65.876,1.95874,0
1508,234,11676,Pion,1.0,1.0,0.799889,65.3491,40.7197,24.6294,35.9182,0.261382,0
1509,198,9886,Pion,1.0,0.0,0.72449,19.6867,52.8584,33.1717,46.9048,0.842298,0
1510,151,7513,Pion,1.0,0.0,0.716752,-61.6487,-54.5332,7.11547,10.1986,1.74202,0
1511,150,7463,Pion,1.0,1.0,0.972571,107.424,85.8133,21.6106,152.467,0.888896,0
1512,151,7509,Pion,1.0,1.0,0.939005,12.8195,-2.76701,15.5865,139.101,0.503326,0
1513,154,7700,Pion,1.0,1.0,0.984276,-33.0484,26.5701,59.6184,61.7462,0.686345,0
1514,235,11708,Pion,1.0,1.0,0.998884,18.2942,5.16513,13.1291,19.7257,0.97056,0
1515,230,11489,Pion,1.0,1.0,0.98265,54.3468,30.4796,23.8673,33.4233,0.800419,0
1516,97,4809,Pion,1.0,1.0,0.999917,25.6437,33.7323,8.08869,11.4076,0.491967,0
1517,186,9286,Pion,1.0,1.0,0.957428,-24.0966,-33.5035,9.40695,21.9771,0.227021,0
1518,229,11440,Pion,1.0,1.0,0.993611,-1.04981,7.67963,8.72943,37.3874,0.359746,0
1519,229,11415,Pion,1.0,1.0,0.998597,-46.4599,11.8008,58.2607,62.9811,0.682533,0
1520,225,11245,Pion,1.0,1.0,0.975405,46.3329,27.2659,19.0671,37.52,0.26855,0
1521,158,7899,Pion,1.0,1.0,0.993126,-78.9827,66.2547,145.237,163.098,1.7668,0
1522,217,10832,Pion,1.0,1.0,0.999046,-43.7412,-40.9566,2.78461,3.76149,0.603219,0
1523,209,10441,Pion,1.0,1.0,0.997611,18.7395,40.3204,21.5809,26.6503,1.95215,0
1524,186,9281,Pion,1.0,1.0,0.981969,-36.1816,67.1784,103.36,174.103,1.37303,0
1525,228,11377,Pion,1.0,1.0,0.966338,35.5973,42.1119,6.51457,12.3358,0.200619,0
1526,396,19755,Pion,1.0,1.0,0.999995,-31.7282,-1.00071,30.7275,49.5733,0.896476,0
1527,151,7540,Pion,1.0,0.0,0.741414,-68.8163,-68.385,0.43132,19.7719,0.611572,0
1528,194,9652,Pion,1.0,1.0,0.999781,36.6816,35.2266,1.45503,27.8537,1.35276,0
1529,264,13184,Pion,1.0,1.0,0.973295,-23.1707,-50.023,26.8523,51.8671,1.71575,0
1530,264,13184,Pion,1.0,1.0,0.973295,-23.7018,-23.8603,0.158564,3.08582,1.71575,0
1531,216,10776,Pion,1.0,1.0,0.918739,-39.8234,-43.2065,3.38315,54.164,0.432565,0
1532,214,10687,Pion,1.0,0.0,0.938427,60.3744,117.006,56.632,101.635,1.95576,0
1533,139,6919,Pion,1.0,1.0,0.998326,64.3818,20.5849,43.7969,53.9094,0.525243,0
1534,198,9890,Pion,1.0,1.0,0.998987,-30.161,-27.678,2.48302,14.6022,1.79388,0
1535,271,13502,Pion,1.0,1.0,0.99997,-24.1529,-33.0318,8.87888,22.3959,1.31587,0
1536,220,10967,Pion,1.0,1.0,0.96754,36.9801,92.5955,55.6154,63.2232,0.47933,0
1537,228,11370,Pion,1.0,0.0,0.660684,66.5855,117.464,50.8782,67.2331,0.404408,0
1538,186,9274,Pion,1.0,0.0,0.927211,117.449,47.5685,69.8803,105.473,1.78228,0
1539,210,10480,Pion,1.0,1.0,0.66657,-42.7539,-15.0086,27.7453,67.651,0.636007,0
1540,203,10130,Pion,1.0,0.0,0.950061,99.7699,54.7765,44.9934,119.352,1.95452,0
1541,203,10130,Pion,1.0,0.0,0.950061,99.9925,112.481,12.4887,36.5841,1.95452,0
1542,142,7062,Pion,1.0,0.0,0.871281,-29.5739,-115.363,85.7892,124.886,0.978865,0
1543,147,7303,Pion,1.0,1.0,0.999424,5.43129,11.9677,6.53644,88.7166,1.56656,0
1544,194,9692,Pion,1.0,1.0,0.87527,-89.6231,-85.9008,3.72228,23.4194,0.230539,0
1545,148,7368,Pion,1.0,0.0,0.773086,-13.3172,-92.9702,79.653,83.0444,1.27571,0
1546,259,12937,Pion,1.0,0.0,0.788718,106.57,117.346,10.7754,12.025,0.410267,0
1547,208,10387,Pion,1.0,1.0,0.842373,-96.8649,-115.212,18.3471,95.5687,0.554097,0
1548,145,7232,Pion,1.0,0.0,0.763419,91.8488,90.7927,1.05606,44.2715,0.843069,0
1549,202,10075,Pion,1.0,1.0,0.850753,-84.5779,-70.9865,13.5914,16.416,0.83737,0
1550,183,9144,Pion,1.0,1.0,0.985995,-59.5915,-72.3606,12.7691,51.9541,0.354416,0
1551,261,13006,Pion,1.0,1.0,0.999931,-69.0417,-106.009,36.9673,151.596,1.17414,0
1552,194,9678,Pion,1.0,0.0,0.794784,-115.599,-91.3074,24.292,45.8164,0.598312,0
1553,267,13349,Pion,1.0,0.0,0.899973,-8.41096,-1.67258,6.73839,280.802,0.992878,0
1554,267,13349,Pion,1.0,0.0,0.899973,-26.4546,-54.6823,28.2277,39.589,0.992878,0
1555,267,13349,Pion,1.0,0.0,0.899973,-33.5081,-51.7053,18.1971,55.0983,0.992878,0
1556,140,6955,Pion,1.0,1.0,0.983429,-31.4286,6.71391,38.1425,49.4684,1.60998,0
1557,197,9824,Pion,1.0,1.0,0.609222,46.7045,42.3486,4.35592,9.18131,0.835247,0
1558,184,9183,Pion,1.0,0.0,0.813913,13.1028,16.4645,3.36169,23.6456,1.97197,0
1559,197,9836,Pion,1.0,1.0,0.998562,-25.3976,-26.459,1.06142,28.2926,1.4884,0
1560,195,9730,Pion,1.0,0.0,0.871375,63.3349,45.0125,18.3224,39.464,0.785731,0
1561,197,9825,Pion,1.0,1.0,0.860085,-46.0599,-66.1257,20.0659,37.9754,0.454069,0
1562,397,19807,Pion,1.0,1.0,0.999893,-82.8205,-26.608,56.2125,68.4977,1.39422,0
1563,233,11615,Pion,1.0,1.0,0.997381,58.7292,64.8555,6.1263,11.0639,0.726961,0
1564,139,6943,Pion,1.0,1.0,0.977101,-115.461,-78.5263,36.9344,47.0792,1.6957,0
1565,97,4816,Pion,1.0,1.0,0.999703,-2.75948,34.7281,37.4875,73.8285,1.93048,0
1566,396,19771,Pion,1.0,1.0,0.978988,-36.5244,-64.8708,28.3464,63.0106,0.323499,0
1567,262,13082,Pion,1.0,1.0,0.989012,-96.7894,-73.2073,23.5821,27.8184,0.658402,0
1568,262,13082,Pion,1.0,1.0,0.989012,-115.377,-97.0714,18.3055,24.8363,0.658402,0
1569,219,10916,Pion,1.0,1.0,0.573728,-13.3562,-14.115,0.758777,48.4007,0.775424,0
1570,264,13186,Pion,1.0,1.0,0.996001,-56.0958,-3.19376,52.9021,55.2965,1.75587,0
1571,187,9321,Pion,1.0,1.0,0.670622,-115.393,-60.6869,54.7063,111.207,1.6506,0
1572,397,19824,Pion,1.0,1.0,0.999922,-3.6516,-8.09743,4.44583,17.7978,1.12526,0
1573,226,11295,Pion,1.0,1.0,0.946678,-16.5191,37.6964,54.2155,109.547,0.418671,0
1574,198,9877,Pion,1.0,1.0,0.625974,117.27,93.0186,24.2515,30.4742,0.852097,0
1575,193,9614,Pion,1.0,0.0,0.685026,113.794,88.9217,24.8726,26.2043,0.755258,0
1576,138,6874,Pion,1.0,1.0,0.997444,-68.3049,-97.4971,29.1921,45.0418,1.27314,0
1577,140,6998,Pion,1.0,1.0,0.988542,43.6242,29.5734,14.0507,137.877,1.81382,0
1578,152,7565,Pion,1.0,1.0,0.839649,13.3323,14.5337,1.20145,13.6774,0.204939,0
1579,208,10378,Pion,1.0,1.0,0.967698,-96.2275,-115.257,19.0298,42.3147,0.871582,0
1580,144,7197,Pion,1.0,1.0,0.897392,100.832,40.3964,60.4354,83.8529,0.507714,0
1581,144,7197,Pion,1.0,1.0,0.897392,88.6773,93.2593,4.58198,8.84318,0.507714,0
1582,271,13547,Pion,1.0,1.0,0.989767,-77.0196,-73.333,3.68664,11.7188,0.198863,0
1583,231,11533,Pion,1.0,1.0,0.999656,-80.0633,-72.1681,7.8952,69.5413,1.80767,0
1584,130,6496,Pion,1.0,0.0,0.665674,-54.0615,-104.812,50.7504,59.3661,1.22465,0
1585,150,7466,Pion,1.0,1.0,0.999155,-99.491,-94.0907,5.40025,16.1434,1.21717,0
1586,187,9312,Pion,1.0,0.0,0.67897,-100.475,-37.8385,62.6364,96.2049,1.46054,0
1587,220,10962,Pion,1.0,0.0,0.716453,-48.5874,-66.8879,18.3005,27.0325,1.44282,0
1588,264,13163,Pion,1.0,1.0,0.778138,-97.255,-93.7304,3.52467,13.5331,0.696993,0
1589,134,6658,Pion,1.0,1.0,0.977439,-38.2667,-16.4748,21.7919,65.2373,1.35435,0
1590,211,10528,Pion,1.0,1.0,0.886043,21.3956,20.3364,1.05922,5.32936,0.184925,0
1591,141,7048,Pion,1.0,1.0,0.967421,-19.0795,72.3818,91.4613,149.066,0.538179,0
1592,141,7048,Pion,1.0,1.0,0.967421,71.0418,76.4784,5.43661,25.3158,0.538179,0
1593,211,10507,Pion,1.0,0.0,0.648132,-94.1664,-101.926,7.75934,15.8186,1.06007,0
1594,268,13384,Pion,1.0,1.0,0.999767,-118.953,-57.1433,61.8097,69.2399,1.65915,0
1595,269,13417,Pion,1.0,1.0,0.999826,8.68649,5.67011,3.01638,31.4084,1.45243,0
1596,264,13158,Pion,1.0,0.0,0.70215,-115.736,58.3606,174.097,174.558,1.3409,0
1597,260,12958,Pion,1.0,0.0,0.574898,-115.518,22.3485,137.867,172.706,1.38868,0
1598,260,12958,Pion,1.0,0.0,0.574898,8.87786,-0.670206,9.54806,13.038,1.38868,0
1599,217,10806,Pion,1.0,1.0,0.921512,99.3652,79.7924,19.5728,20.5007,0.234951,0
1600,211,10531,Pion,1.0,0.0,0.502432,108.123,91.6546,16.4686,59.3371,0.720908,0
1601,264,13164,Pion,1.0,1.0,0.999483,-32.5159,-39.2989,6.78294,42.4054,1.0046,0
1602,264,13157,Pion,1.0,1.0,0.717339,67.5345,117.337,49.8022,89.8861,0.738722,0
1603,202,10071,Pion,1.0,1.0,0.55005,117.312,94.0447,23.2671,28.0381,0.337155,0
1604,186,9263,Pion,1.0,0.0,0.685484,53.7666,-12.3802,66.1468,72.1654,1.11256,0
1605,186,9263,Pion,1.0,0.0,0.685484,56.5768,84.219,27.6422,29.2092,1.11256,0
1606,186,9263,Pion,1.0,0.0,0.685484,54.6422,59.7037,5.06149,5.15928,1.11256,0
1607,232,11577,Pion,1.0,1.0,0.993944,-42.466,-27.7113,14.7547,25.3843,1.63255,0
1608,156,7797,Pion,1.0,1.0,0.996299,34.5726,62.7464,28.1738,29.3969,0.578156,0
1609,210,10464,Pion,1.0,0.0,0.796875,-31.8289,3.80483,35.6337,91.0605,0.935116,0
1610,154,7674,Pion,1.0,0.0,0.76935,80.6104,117.263,36.6522,52.2068,1.6611,0
1611,131,6522,Pion,1.0,0.0,0.658013,-39.6395,48.7982,88.4377,107.307,1.88138,0
1612,186,9275,Pion,1.0,1.0,0.878124,-49.8133,-39.6523,10.161,57.6606,1.10353,0
1613,396,19797,Pion,1.0,1.0,0.999932,-15.1179,-28.939,13.821,22.1499,1.66219,0
1614,266,13278,Pion,1.0,1.0,0.991949,20.2147,25.701,5.4863,83.4122,0.499174,0
1615,235,11726,Pion,1.0,1.0,0.99436,-4.45499,-1.54558,2.9094,82.2226,0.672831,0
1616,265,13201,Pion,1.0,1.0,0.52481,86.0972,92.6541,6.55684,39.7211,0.347134,0
1617,133,6644,Pion,1.0,0.0,0.671771,8.06496,85.4393,77.3743,122.251,0.686603,0
1618,133,6644,Pion,1.0,0.0,0.671771,79.3709,117.201,37.8305,39.3011,0.686603,0
1619,194,9659,Pion,1.0,1.0,0.999252,5.70721,-10.9423,16.6495,107.046,1.85965,0
1620,200,9979,Pion,1.0,1.0,0.695271,68.8878,25.2338,43.654,179.446,0.936136,0
1621,157,7811,Pion,1.0,1.0,0.999923,-87.5361,-89.6189,2.08279,5.76272,0.686304,0
1622,228,11351,Pion,1.0,1.0,0.995862,-77.9485,-80.8897,2.94117,15.5271,0.387505,0
1623,146,7259,Pion,1.0,1.0,0.997293,-26.8096,63.3852,90.1948,105.571,1.28598,0
1624,136,6765,Pion,1.0,1.0,0.999809,32.4534,16.5467,15.9068,23.4496,1.95782,0
1625,144,7157,Pion,1.0,1.0,0.804974,77.7211,84.4094,6.68827,27.6671,0.585951,0
1626,196,9771,Pion,1.0,1.0,0.641094,92.1154,88.2514,3.86405,33.2653,1.86522,0
1627,152,7560,Pion,1.0,1.0,0.790751,80.5413,60.1338,20.4076,21.9612,0.283035,0
1628,217,10802,Pion,1.0,0.0,0.786388,-9.25672,117.48,126.736,136.029,1.20342,0
1629,219,10906,Pion,1.0,1.0,0.82994,11.5806,-93.6225,105.203,154.123,1.17662,0
1630,217,10849,Pion,1.0,1.0,0.997998,-43.4244,-42.0767,1.34774,32.6536,1.21931,0
1631,271,13535,Pion,1.0,1.0,0.995534,5.11809,-43.8085,48.9266,72.5989,0.662369,0
1632,206,10280,Pion,1.0,0.0,0.586246,74.7778,117.325,42.5474,48.5466,0.774229,0
1633,264,13189,Pion,1.0,0.0,0.775457,-115.369,-75.4958,39.8736,57.3967,0.998375,0
1634,183,9148,Pion,1.0,1.0,0.98316,23.2996,40.2614,16.9618,27.3429,1.21754,0
1635,149,7441,Pion,1.0,1.0,0.970735,74.8074,57.4488,17.3586,161.113,1.97594,0
1636,202,10095,Pion,1.0,0.0,0.590281,75.0107,79.5608,4.55019,51.0215,0.44564,0
1637,264,13185,Pion,1.0,1.0,0.991315,-22.895,-7.8964,14.9986,23.1532,1.71964,0
1638,264,13194,Pion,1.0,1.0,0.999205,3.41791,93.7318,90.3139,94.6006,1.78792,0
1639,185,9246,Pion,1.0,1.0,0.993462,9.45106,3.7913,5.65975,9.31903,0.191674,0
1640,220,10952,Pion,1.0,1.0,0.757971,100.615,73.7874,26.8281,49.1658,1.43082,0
1641,207,10326,Pion,1.0,1.0,0.971115,-20.2079,-39.1863,18.9784,48.7211,1.68349,0
1642,191,9513,Pion,1.0,1.0,0.979155,76.1886,68.6805,7.50808,87.3178,1.92501,0
1643,182,9063,Pion,1.0,1.0,0.985131,117.5,-27.1031,144.603,201.044,1.04026,0
1644,183,9133,Pion,1.0,1.0,0.961057,-92.7528,-89.1323,3.62051,17.5815,0.214864,0
1645,224,11167,Pion,1.0,1.0,0.996561,-22.5307,-88.7451,66.2145,114.679,1.65066,0
1646,262,13099,Pion,1.0,1.0,0.626873,-22.1285,-22.4723,0.343807,13.384,0.202773,0
1647,228,11391,Pion,1.0,1.0,0.999559,40.2722,49.086,8.81381,19.183,0.325758,0
1648,397,19825,Pion,1.0,1.0,0.93595,0.143196,-3.23537,3.37856,5.5089,0.683602,0
1649,229,11408,Pion,1.0,1.0,0.998519,-38.5411,6.40394,44.945,91.91,0.556389,0
1650,186,9260,Pion,1.0,1.0,0.969071,-73.7138,-20.8577,52.8561,59.6125,0.905493,0
1651,200,9980,Pion,1.0,1.0,0.996505,-54.8148,-32.4397,22.3752,26.239,1.60429,0
1652,258,12870,Pion,1.0,1.0,0.761604,104.713,85.7021,19.0104,57.4681,1.42962,0
1653,194,9664,Pion,1.0,1.0,0.967142,-21.5889,-44.4968,22.908,101.614,1.15701,0
1654,216,10799,Pion,1.0,1.0,0.885428,30.7452,21.8904,8.85484,11.7728,0.197971,0
1655,185,9209,Pion,1.0,1.0,0.999351,69.9082,75.3456,5.43736,47.9536,1.66221,0
1656,204,10173,Pion,1.0,1.0,0.664972,17.6707,44.782,27.1113,104.368,0.411543,0
1657,194,9666,Pion,1.0,1.0,0.954871,-1.24629,-22.4051,21.1588,61.0902,1.21453,0
1658,208,10384,Pion,1.0,1.0,0.629524,-6.11397,-26.9882,20.8743,63.4827,0.693833,0
1659,195,9713,Pion,1.0,1.0,0.955439,45.0425,45.8866,0.844097,26.9193,1.97182,0
1660,195,9713,Pion,1.0,1.0,0.955439,45.6881,44.2864,1.40173,3.34158,1.97182,0
1661,148,7386,Pion,1.0,0.0,0.945442,22.4992,117.401,94.9016,172.129,0.976281,0
1662,146,7287,Pion,1.0,0.0,0.942696,32.1035,65.4131,33.3096,111.699,1.75758,0
1663,97,4810,Pion,1.0,1.0,0.986428,-78.5039,-92.6285,14.1246,17.6379,0.219784,0
1664,218,10882,Pion,1.0,1.0,0.561168,104.245,44.3494,59.8953,88.4594,0.717128,0
1665,218,10882,Pion,1.0,1.0,0.561168,90.4367,102.285,11.8483,19.9833,0.717128,0
1666,218,10882,Pion,1.0,1.0,0.561168,90.4432,83.9013,6.54189,15.5867,0.717128,0
1667,151,7511,Pion,1.0,0.0,0.928061,-115.648,44.9165,160.564,197.662,1.31855,0
1668,235,11738,Pion,1.0,1.0,0.999976,-81.9959,-56.977,25.0189,59.2582,1.64973,0
1669,261,13043,Pion,1.0,1.0,0.964985,-5.35211,-45.1243,39.7722,55.5978,0.3082,0
1670,132,6578,Pion,1.0,1.0,0.999668,25.277,15.8657,9.41131,37.1671,0.581666,0
1671,215,10720,Pion,1.0,1.0,0.840965,117.1,63.1819,53.9178,64.8531,1.86896,0
1672,217,10848,Pion,1.0,0.0,0.700709,-101.244,-39.4395,61.8042,62.2239,0.863667,0
1673,233,11614,Pion,1.0,1.0,0.999955,-62.8157,16.427,79.2427,146.656,0.725424,0
1674,227,11334,Pion,1.0,1.0,0.983985,-107.394,-46.9389,60.4549,82.7796,1.35605,0
1675,143,7110,Pion,1.0,0.0,0.933199,-3.08837,116.97,120.059,215.943,0.971223,0
1676,144,7175,Pion,1.0,1.0,0.995876,91.1412,43.537,47.6042,50.3841,0.580873,0
1677,132,6593,Pion,1.0,1.0,0.833136,60.551,54.6119,5.93909,7.85442,0.185927,0
1678,130,6475,Pion,1.0,1.0,0.998905,-84.5505,2.05041,86.6009,114.555,1.33239,0
1679,98,4860,Pion,1.0,1.0,0.990231,69.6727,32.791,36.8817,45.2555,0.283667,0
1680,196,9798,Pion,1.0,0.0,0.939147,116.508,88.8064,27.7012,102.97,1.94092,0
1681,150,7494,Pion,1.0,0.0,0.764619,45.8023,33.3023,12.5001,101.22,1.26967,0
1682,134,6659,Pion,1.0,1.0,0.999778,-67.9011,-34.6484,33.2527,39.9949,1.94387,0
1683,219,10927,Pion,1.0,1.0,0.999748,-43.824,-53.9225,10.0986,10.741,1.71682,0
1684,149,7450,Pion,1.0,0.0,0.94075,-77.8009,-115.438,37.6368,96.3336,0.991336,0
1685,207,10343,Pion,1.0,1.0,0.994672,84.9225,42.4559,42.4666,47.0741,0.951758,0
1686,267,13343,Pion,1.0,1.0,0.625939,78.5925,72.157,6.43549,18.2611,1.34434,0
1687,396,19754,Pion,1.0,1.0,0.999938,-108.881,-90.379,18.5022,59.8185,1.37473,0
1688,138,6889,Pion,1.0,1.0,0.997898,-58.357,-71.4052,13.0483,48.3768,1.68304,0
1689,194,9654,Pion,1.0,1.0,0.971376,89.2527,-32.7041,121.957,184.386,1.80635,0
1690,216,10790,Pion,1.0,0.0,0.760771,-115.307,-28.6775,86.6299,93.3854,1.46475,0
1691,215,10742,Pion,1.0,1.0,0.993321,10.7378,18.1318,7.39405,52.0076,0.903153,0
1692,231,11520,Pion,1.0,0.0,0.53794,97.654,69.0431,28.6109,126.464,1.01389,0
1693,260,12982,Pion,1.0,1.0,0.703907,-51.1856,-63.8354,12.6497,17.6654,0.285901,0
1694,263,13141,Pion,1.0,1.0,0.811823,-108.529,-90.6985,17.8302,22.8643,1.69624,0
1695,193,9629,Pion,1.0,0.0,0.667494,17.067,41.9052,24.8382,32.133,0.472356,0
1696,396,19753,Pion,1.0,0.0,0.794387,117.579,56.2635,61.3158,66.449,0.910079,0
1697,133,6624,Pion,1.0,1.0,0.734255,-107.27,-75.521,31.7486,90.1681,0.852922,0
1698,189,9446,Pion,1.0,0.0,0.939284,117.483,-30.3026,147.786,165.977,1.41209,0
1699,267,13316,Pion,1.0,1.0,0.997449,-81.212,-75.673,5.53894,115.251,1.25716,0
1700,273,13614,Pion,1.0,1.0,0.995443,-52.7785,-38.8695,13.909,104.489,0.903636,0
1701,187,9328,Pion,1.0,0.0,0.731566,92.1424,111.178,19.0358,232.776,0.967259,0
1702,267,13308,Pion,1.0,1.0,0.999298,-95.9595,78.2358,174.195,178.113,1.08529,0
1703,190,9481,Pion,1.0,0.0,0.710465,-63.7427,-60.2335,3.50916,7.32273,1.27865,0
1704,139,6901,Pion,1.0,1.0,0.916899,-27.5329,-28.7536,1.22074,65.0058,1.17352,0
1705,258,12865,Pion,1.0,1.0,0.994287,40.6579,18.7981,21.8599,52.879,1.69902,0
1706,262,13061,Pion,1.0,1.0,0.979194,-40.6081,-115.331,74.7227,91.3273,0.435455,0
1707,223,11104,Pion,1.0,1.0,0.79661,-25.495,-16.9677,8.52722,8.82668,0.18777,0
1708,206,10269,Pion,1.0,1.0,0.946115,49.4572,21.5907,27.8664,52.935,1.24775,0
1709,206,10269,Pion,1.0,1.0,0.946115,22.6954,20.756,1.93936,2.64801,1.24775,0
1710,98,4868,Pion,1.0,0.0,0.930791,80.6261,53.7114,26.9147,106.55,1.45161,0
1711,183,9112,Pion,1.0,0.0,0.756769,-1.25857,-5.30767,4.04911,28.1162,0.664852,0
1712,152,7583,Pion,1.0,1.0,0.890901,63.3302,64.917,1.58687,5.88842,0.182693,0
1713,260,13000,Pion,1.0,1.0,0.966788,-115.524,-47.2851,68.2389,86.4193,0.523838,0
1714,149,7409,Pion,1.0,1.0,0.683276,24.2083,27.9975,3.7892,20.8232,0.278481,0
1715,149,7409,Pion,1.0,1.0,0.683276,27.2807,32.9546,5.67392,20.6721,0.278481,0
1716,145,7215,Pion,1.0,1.0,0.845477,-100.087,-70.9027,29.184,38.3893,0.2865,0
1717,145,7215,Pion,1.0,1.0,0.845477,-70.7396,-67.5662,3.17343,7.01907,0.2865,0
1718,187,9348,Pion,1.0,1.0,0.947232,-115.606,46.8741,162.48,165.532,1.09766,0
1719,258,12872,Pion,1.0,0.0,0.821802,-115.32,-62.3283,52.9916,63.8898,0.595991,0
1720,270,13461,Pion,1.0,1.0,0.966521,91.2584,38.9702,52.2882,64.0011,0.324171,0
1721,191,9547,Pion,1.0,0.0,0.821072,57.9103,93.6916,35.7814,60.6097,0.866544,0
1722,212,10587,Pion,1.0,1.0,0.727867,67.393,105.187,37.7941,42.4534,0.692425,0
1723,147,7334,Pion,1.0,1.0,0.999411,14.95,23.0205,8.07056,13.6468,1.13871,0
1724,259,12936,Pion,1.0,1.0,0.999814,-25.7617,-21.6488,4.11291,9.97301,1.12031,0
