Type  Num0  Pred  Prob
Pion  1.000000  1.000000  0.937261
Muon  0.000000  0.000000  0.930034
Pion  1.000000  1.000000  0.992593
Muon  0.000000  0.000000  0.947268
Muon  0.000000  0.000000  0.936353
Muon  0.000000  0.000000  0.959958
Muon  0.000000  0.000000  0.522482
Muon  0.000000  0.000000  0.809610
Muon  0.000000  0.000000  0.895873
Pion  1.000000  0.000000  0.662302
Pion  1.000000  0.000000  0.814362
Muon  0.000000  0.000000  0.730200
Pion  1.000000  1.000000  0.957257
Pion  1.000000  1.000000  0.999277
Muon  0.000000  0.000000  0.938845
Muon  0.000000  0.000000  0.906913
Muon  0.000000  0.000000  0.827730
Muon  0.000000  0.000000  0.786365
Muon  0.000000  0.000000  0.961673
Pion  1.000000  1.000000  0.998954
Muon  0.000000  0.000000  0.953351
Pion  1.000000  1.000000  0.994433
Pion  1.000000  1.000000  0.582116
Pion  1.000000  1.000000  0.995533
Muon  0.000000  0.000000  0.535676
Pion  1.000000  1.000000  0.867941
Muon  0.000000  0.000000  0.906891
Muon  0.000000  0.000000  0.946692
Muon  0.000000  0.000000  0.723674
Muon  0.000000  0.000000  0.802943
Muon  0.000000  0.000000  0.937336
Muon  0.000000  0.000000  0.940273
Muon  0.000000  0.000000  0.765899
Muon  0.000000  0.000000  0.926624
Pion  1.000000  1.000000  0.939431
Pion  1.000000  1.000000  0.981756
Pion  1.000000  1.000000  0.999160
Muon  0.000000  0.000000  0.886884
Muon  0.000000  0.000000  0.962137
Pion  1.000000  1.000000  0.984682
Pion  1.000000  1.000000  0.999613
Muon  0.000000  0.000000  0.945777
Muon  0.000000  0.000000  0.920298
Muon  0.000000  0.000000  0.964275
Muon  0.000000  0.000000  0.724958
Muon  0.000000  0.000000  0.946206
Pion  1.000000  0.000000  0.791896
Muon  0.000000  0.000000  0.945414
Pion  1.000000  1.000000  0.756329
Pion  1.000000  1.000000  0.999418
Pion  1.000000  1.000000  0.710682
Pion  1.000000  1.000000  0.849012
Pion  1.000000  1.000000  0.998894
Muon  0.000000  0.000000  0.901678
Muon  0.000000  0.000000  0.781668
Pion  1.000000  1.000000  0.993649
Pion  1.000000  1.000000  0.999524
Pion  1.000000  1.000000  0.764985
Muon  0.000000  0.000000  0.769873
Pion  1.000000  1.000000  0.955798
Muon  0.000000  0.000000  0.770124
Muon  0.000000  0.000000  0.903770
Pion  1.000000  1.000000  0.999990
Muon  0.000000  0.000000  0.864533
Muon  0.000000  0.000000  0.780688
Muon  0.000000  0.000000  0.854777
Pion  1.000000  1.000000  0.999296
Muon  0.000000  1.000000  0.539246
Pion  1.000000  1.000000  0.999703
Pion  1.000000  0.000000  0.705526
Muon  0.000000  0.000000  0.954392
Pion  1.000000  1.000000  0.756132
Muon  0.000000  0.000000  0.916997
Pion  1.000000  1.000000  0.995472
Pion  1.000000  1.000000  0.999567
Muon  0.000000  0.000000  0.528031
Pion  1.000000  1.000000  0.999776
Muon  0.000000  0.000000  0.954571
Pion  1.000000  1.000000  0.999929
Pion  1.000000  1.000000  0.999005
Muon  0.000000  0.000000  0.903388
Pion  1.000000  1.000000  0.999957
Muon  0.000000  0.000000  0.901761
Muon  0.000000  0.000000  0.876001
Muon  0.000000  0.000000  0.925333
Muon  0.000000  0.000000  0.946718
Pion  1.000000  1.000000  0.999916
Muon  0.000000  0.000000  0.946732
Muon  0.000000  0.000000  0.832507
Pion  1.000000  1.000000  0.999808
Muon  0.000000  0.000000  0.874996
Muon  0.000000  0.000000  0.943437
Muon  0.000000  0.000000  0.934216
Pion  1.000000  1.000000  0.739846
Muon  0.000000  0.000000  0.821742
Pion  1.000000  0.000000  0.945553
Muon  0.000000  0.000000  0.942915
Muon  0.000000  0.000000  0.823838
Pion  1.000000  1.000000  0.682184
Muon  0.000000  0.000000  0.860465
Pion  1.000000  1.000000  0.999855
Pion  1.000000  1.000000  0.971788
Pion  1.000000  1.000000  0.997900
Pion  1.000000  1.000000  0.605657
Muon  0.000000  0.000000  0.962771
Muon  0.000000  0.000000  0.955436
Muon  0.000000  0.000000  0.879790
Muon  0.000000  0.000000  0.640181
Muon  0.000000  0.000000  0.691257
Pion  1.000000  1.000000  0.740481
Muon  0.000000  0.000000  0.874239
Muon  0.000000  0.000000  0.954334
Muon  0.000000  0.000000  0.957787
Muon  0.000000  0.000000  0.917203
Muon  0.000000  0.000000  0.951800
Muon  0.000000  0.000000  0.820905
Pion  1.000000  1.000000  0.999969
Pion  1.000000  1.000000  0.997866
Pion  1.000000  0.000000  0.829778
Muon  0.000000  0.000000  0.827867
Pion  1.000000  1.000000  0.998228
Pion  1.000000  1.000000  0.999702
Pion  1.000000  1.000000  0.997206
Muon  0.000000  0.000000  0.886179
Muon  0.000000  0.000000  0.844158
Muon  0.000000  0.000000  0.833085
Pion  1.000000  1.000000  0.959074
Muon  0.000000  0.000000  0.966992
Muon  0.000000  0.000000  0.770376
Pion  1.000000  1.000000  0.523816
Muon  0.000000  1.000000  0.649186
Muon  0.000000  1.000000  0.671492
Pion  1.000000  1.000000  0.999452
Muon  0.000000  0.000000  0.951303
Muon  0.000000  0.000000  0.849771
Pion  1.000000  1.000000  0.999364
Muon  0.000000  0.000000  0.853728
Pion  1.000000  1.000000  0.999787
Muon  0.000000  0.000000  0.936629
Muon  0.000000  0.000000  0.934786
Pion  1.000000  1.000000  0.992972
Muon  0.000000  0.000000  0.786208
Muon  0.000000  0.000000  0.906485
Muon  0.000000  0.000000  0.695842
Muon  0.000000  0.000000  0.854384
Pion  1.000000  0.000000  0.819211
Pion  1.000000  1.000000  0.999502
Muon  0.000000  0.000000  0.723483
Pion  1.000000  1.000000  0.512062
Pion  1.000000  1.000000  0.997764
Pion  1.000000  1.000000  0.997197
Pion  1.000000  1.000000  0.687977
Muon  0.000000  0.000000  0.754856
Pion  1.000000  1.000000  0.992989
Pion  1.000000  1.000000  0.999686
Muon  0.000000  0.000000  0.932770
Pion  1.000000  1.000000  0.986940
Muon  0.000000  0.000000  0.809102
Muon  0.000000  0.000000  0.595115
Muon  0.000000  0.000000  0.913857
Pion  1.000000  1.000000  0.999480
Pion  1.000000  1.000000  0.998802
Muon  0.000000  0.000000  0.945814
Muon  0.000000  0.000000  0.797831
Pion  1.000000  0.000000  0.742013
Muon  0.000000  0.000000  0.672735
Muon  0.000000  0.000000  0.939871
Pion  1.000000  1.000000  0.999774
Pion  1.000000  0.000000  0.504672
Muon  0.000000  0.000000  0.711909
Muon  0.000000  0.000000  0.889826
Pion  1.000000  1.000000  0.996286
Pion  1.000000  1.000000  0.984494
Muon  0.000000  0.000000  0.928295
Muon  0.000000  0.000000  0.780545
Muon  0.000000  0.000000  0.672735
Muon  0.000000  0.000000  0.873941
Muon  0.000000  0.000000  0.761192
Pion  1.000000  1.000000  0.999957
Pion  1.000000  1.000000  0.769565
Muon  0.000000  0.000000  0.898948
Muon  0.000000  0.000000  0.563946
Muon  0.000000  0.000000  0.781143
Pion  1.000000  1.000000  0.789937
Muon  0.000000  0.000000  0.784635
Pion  1.000000  1.000000  0.999687
Muon  0.000000  0.000000  0.776879
Muon  0.000000  0.000000  0.707170
Muon  0.000000  0.000000  0.907470
Muon  0.000000  0.000000  0.750688
Muon  0.000000  0.000000  0.844472
Muon  0.000000  0.000000  0.949649
Pion  1.000000  1.000000  0.999579
Pion  1.000000  0.000000  0.681199
Muon  0.000000  0.000000  0.941018
Muon  0.000000  0.000000  0.907598
Muon  0.000000  0.000000  0.812745
Muon  0.000000  0.000000  0.852376
Muon  0.000000  0.000000  0.849111
Pion  1.000000  0.000000  0.860244
Muon  0.000000  0.000000  0.743101
Muon  0.000000  0.000000  0.959711
Muon  0.000000  0.000000  0.849309
Pion  1.000000  1.000000  0.947883
Pion  1.000000  0.000000  0.597050
Pion  1.000000  1.000000  0.994246
Muon  0.000000  0.000000  0.941060
Pion  1.000000  1.000000  0.995333
Muon  0.000000  0.000000  0.945899
Muon  0.000000  0.000000  0.702886
Muon  0.000000  0.000000  0.944634
Muon  0.000000  0.000000  0.901772
Muon  0.000000  0.000000  0.836185
Muon  0.000000  0.000000  0.946007
Pion  1.000000  0.000000  0.639051
Muon  0.000000  0.000000  0.917205
Pion  1.000000  1.000000  0.716057
Pion  1.000000  1.000000  0.999675
Pion  1.000000  1.000000  0.988598
Muon  0.000000  0.000000  0.946609
Muon  0.000000  0.000000  0.963369
Muon  0.000000  0.000000  0.713500
Pion  1.000000  1.000000  0.568377
Muon  0.000000  0.000000  0.791801
Muon  0.000000  0.000000  0.908553
Muon  0.000000  0.000000  0.921953
Pion  1.000000  1.000000  0.999793
Pion  1.000000  1.000000  0.999946
Muon  0.000000  0.000000  0.783629
Muon  0.000000  0.000000  0.847588
Muon  0.000000  0.000000  0.567609
Pion  1.000000  1.000000  0.826387
Pion  1.000000  1.000000  0.999872
Pion  1.000000  1.000000  0.999170
Pion  1.000000  1.000000  0.982021
Muon  0.000000  0.000000  0.955626
Muon  0.000000  0.000000  0.931721
Muon  0.000000  1.000000  0.783558
Pion  1.000000  1.000000  0.999960
Pion  1.000000  1.000000  0.920572
Pion  1.000000  0.000000  0.646824
Muon  0.000000  1.000000  0.624710
Pion  1.000000  1.000000  0.998816
Muon  0.000000  0.000000  0.709450
Muon  0.000000  0.000000  0.926660
Pion  1.000000  1.000000  0.999791
Muon  0.000000  0.000000  0.901875
Pion  1.000000  1.000000  0.996054
Pion  1.000000  1.000000  0.676750
Muon  0.000000  0.000000  0.799562
Muon  0.000000  0.000000  0.844745
Pion  1.000000  1.000000  0.999978
Muon  0.000000  0.000000  0.900878
Muon  0.000000  0.000000  0.753084
Muon  0.000000  0.000000  0.915615
Muon  0.000000  0.000000  0.936413
Pion  1.000000  0.000000  0.715758
Muon  0.000000  0.000000  0.958525
Muon  0.000000  0.000000  0.526222
Pion  1.000000  0.000000  0.701581
Muon  0.000000  0.000000  0.920840
Muon  0.000000  0.000000  0.912541
Pion  1.000000  1.000000  0.999774
Muon  0.000000  0.000000  0.923434
Pion  1.000000  1.000000  0.999003
Muon  0.000000  0.000000  0.822827
Muon  0.000000  0.000000  0.672735
Muon  0.000000  0.000000  0.670471
Pion  1.000000  1.000000  0.962441
Pion  1.000000  0.000000  0.772962
Pion  1.000000  1.000000  0.993321
Muon  0.000000  0.000000  0.952473
Pion  1.000000  1.000000  0.999851
Pion  1.000000  1.000000  0.996136
Pion  1.000000  1.000000  0.997438
Muon  0.000000  0.000000  0.919570
Pion  1.000000  0.000000  0.822241
Pion  1.000000  1.000000  0.998259
Pion  1.000000  1.000000  0.587105
Muon  0.000000  0.000000  0.844593
Muon  0.000000  0.000000  0.958477
Pion  1.000000  1.000000  0.841640
Muon  0.000000  0.000000  0.811110
Pion  1.000000  1.000000  0.889404
Muon  0.000000  0.000000  0.948981
Muon  0.000000  0.000000  0.817033
Muon  0.000000  0.000000  0.839868
Muon  0.000000  1.000000  0.856912
Muon  0.000000  0.000000  0.786825
Pion  1.000000  1.000000  0.999964
Pion  1.000000  1.000000  0.998610
Muon  0.000000  0.000000  0.963482
Muon  0.000000  0.000000  0.836629
Muon  0.000000  1.000000  0.923754
Muon  0.000000  0.000000  0.812175
Muon  0.000000  0.000000  0.738117
Muon  0.000000  1.000000  0.908962
Muon  0.000000  0.000000  0.867027
Muon  0.000000  0.000000  0.915097
Muon  0.000000  0.000000  0.944198
Muon  0.000000  0.000000  0.708662
Muon  0.000000  0.000000  0.915793
Muon  0.000000  0.000000  0.826638
Muon  0.000000  1.000000  0.519399
Pion  1.000000  1.000000  0.601089
Muon  0.000000  0.000000  0.905165
Muon  0.000000  0.000000  0.957541
Pion  1.000000  1.000000  0.728477
Muon  0.000000  0.000000  0.899958
Muon  0.000000  1.000000  0.672970
Muon  0.000000  1.000000  0.627350
Pion  1.000000  1.000000  0.999955
Pion  1.000000  1.000000  0.999974
Pion  1.000000  0.000000  0.884585
Muon  0.000000  0.000000  0.937204
Pion  1.000000  1.000000  0.999847
Pion  1.000000  1.000000  0.991571
Pion  1.000000  1.000000  0.994389
Muon  0.000000  0.000000  0.726006
Muon  0.000000  0.000000  0.929799
Muon  0.000000  0.000000  0.707569
Pion  1.000000  1.000000  0.998870
Muon  0.000000  0.000000  0.810594
Pion  1.000000  1.000000  0.978668
Muon  0.000000  0.000000  0.778733
Muon  0.000000  0.000000  0.908083
Muon  0.000000  0.000000  0.765385
Pion  1.000000  1.000000  0.993760
Muon  0.000000  0.000000  0.818330
Pion  1.000000  1.000000  0.999570
Pion  1.000000  1.000000  0.974286
Muon  0.000000  0.000000  0.945684
Muon  0.000000  0.000000  0.876166
Pion  1.000000  1.000000  0.996616
Muon  0.000000  0.000000  0.910024
Pion  1.000000  1.000000  0.999699
Muon  0.000000  0.000000  0.907491
Muon  0.000000  0.000000  0.957536
Muon  0.000000  1.000000  0.799757
Muon  0.000000  0.000000  0.909697
Muon  0.000000  0.000000  0.760256
Pion  1.000000  1.000000  0.998012
Pion  1.000000  0.000000  0.533402
Pion  1.000000  1.000000  0.995456
Pion  1.000000  1.000000  0.897229
Muon  0.000000  0.000000  0.938101
Muon  0.000000  0.000000  0.826344
Muon  0.000000  0.000000  0.859070
Pion  1.000000  1.000000  0.951260
Pion  1.000000  1.000000  0.999933
Pion  1.000000  1.000000  0.999406
Muon  0.000000  0.000000  0.966255
Muon  0.000000  0.000000  0.936595
Muon  0.000000  0.000000  0.928052
Pion  1.000000  1.000000  0.999508
Pion  1.000000  1.000000  0.730937
Muon  0.000000  0.000000  0.934699
Pion  1.000000  1.000000  0.998859
Pion  1.000000  1.000000  0.510538
Pion  1.000000  1.000000  0.998152
Pion  1.000000  1.000000  0.987566
Muon  0.000000  1.000000  0.555302
Muon  0.000000  0.000000  0.876085
Pion  1.000000  0.000000  0.515695
Pion  1.000000  1.000000  0.942107
Pion  1.000000  1.000000  0.999919
Pion  1.000000  0.000000  0.811509
Pion  1.000000  1.000000  0.870898
Muon  0.000000  0.000000  0.795261
Pion  1.000000  1.000000  0.939030
Pion  1.000000  1.000000  0.996891
Pion  1.000000  1.000000  0.999625
Pion  1.000000  1.000000  0.502979
Pion  1.000000  0.000000  0.913243
Muon  0.000000  0.000000  0.938809
Muon  0.000000  0.000000  0.885075
Muon  0.000000  0.000000  0.726312
Muon  0.000000  0.000000  0.621907
Pion  1.000000  1.000000  0.991158
Muon  0.000000  0.000000  0.954364
Muon  0.000000  0.000000  0.945994
Pion  1.000000  0.000000  0.717477
Pion  1.000000  1.000000  0.998423
Muon  0.000000  0.000000  0.954355
Pion  1.000000  1.000000  0.999887
Muon  0.000000  0.000000  0.770729
Pion  1.000000  1.000000  0.915643
Muon  0.000000  0.000000  0.961389
Muon  0.000000  0.000000  0.855241
Muon  0.000000  0.000000  0.939905
Muon  0.000000  0.000000  0.955813
Pion  1.000000  0.000000  0.835679
Pion  1.000000  1.000000  0.999655
Pion  1.000000  1.000000  0.997972
Muon  0.000000  0.000000  0.918513
Pion  1.000000  1.000000  0.576784
Muon  0.000000  0.000000  0.948678
Pion  1.000000  1.000000  0.999788
Muon  0.000000  0.000000  0.933621
Muon  0.000000  0.000000  0.927340
Pion  1.000000  1.000000  0.999673
Pion  1.000000  1.000000  0.998936
Muon  0.000000  0.000000  0.863687
Muon  0.000000  0.000000  0.693519
Pion  1.000000  0.000000  0.822768
Muon  0.000000  0.000000  0.644818
Pion  1.000000  0.000000  0.927266
Muon  0.000000  0.000000  0.748158
Pion  1.000000  1.000000  0.995271
Pion  1.000000  1.000000  0.924437
Pion  1.000000  1.000000  0.999945
Pion  1.000000  1.000000  0.999406
Muon  0.000000  0.000000  0.758737
Muon  0.000000  1.000000  0.645937
Pion  1.000000  1.000000  0.973756
Pion  1.000000  1.000000  0.999353
Pion  1.000000  1.000000  0.980674
Pion  1.000000  0.000000  0.817656
Muon  0.000000  0.000000  0.943776
Pion  1.000000  1.000000  0.999944
Pion  1.000000  1.000000  0.625143
Pion  1.000000  0.000000  0.803526
Muon  0.000000  1.000000  0.765596
Pion  1.000000  1.000000  0.925386
Pion  1.000000  1.000000  0.992710
Pion  1.000000  1.000000  0.920782
Muon  0.000000  1.000000  0.607088
Pion  1.000000  1.000000  0.904157
Pion  1.000000  1.000000  0.625299
Pion  1.000000  1.000000  0.997205
Pion  1.000000  1.000000  0.999430
Muon  0.000000  0.000000  0.942437
Muon  0.000000  0.000000  0.952903
Pion  1.000000  1.000000  0.999560
Pion  1.000000  1.000000  0.970042
Muon  0.000000  0.000000  0.881245
Muon  0.000000  0.000000  0.941667
Pion  1.000000  1.000000  0.999154
Pion  1.000000  0.000000  0.840790
Pion  1.000000  1.000000  0.981135
Muon  0.000000  1.000000  0.996473
Muon  0.000000  0.000000  0.783982
Pion  1.000000  1.000000  0.825112
Pion  1.000000  1.000000  0.921972
Muon  0.000000  0.000000  0.966140
Pion  1.000000  1.000000  0.998487
Muon  0.000000  0.000000  0.941534
Pion  1.000000  1.000000  0.999696
Pion  1.000000  1.000000  0.999531
Muon  0.000000  0.000000  0.820403
Muon  0.000000  0.000000  0.826871
Pion  1.000000  1.000000  0.890295
Pion  1.000000  0.000000  0.710164
Muon  0.000000  0.000000  0.754095
Muon  0.000000  0.000000  0.964467
Muon  0.000000  1.000000  0.556954
Muon  0.000000  0.000000  0.919866
Muon  0.000000  0.000000  0.931742
Muon  0.000000  0.000000  0.952275
Pion  1.000000  1.000000  0.862465
Muon  0.000000  0.000000  0.950503
Muon  0.000000  0.000000  0.734489
Pion  1.000000  1.000000  0.972871
Muon  0.000000  0.000000  0.927622
Pion  1.000000  1.000000  0.996394
Muon  0.000000  0.000000  0.841801
Pion  1.000000  1.000000  0.997019
Muon  0.000000  0.000000  0.961302
Muon  0.000000  0.000000  0.518979
Muon  0.000000  0.000000  0.950331
Pion  1.000000  1.000000  0.997467
Muon  0.000000  0.000000  0.822122
Pion  1.000000  1.000000  0.997885
Muon  0.000000  0.000000  0.966976
Muon  0.000000  0.000000  0.948073
Muon  0.000000  0.000000  0.955660
Muon  0.000000  0.000000  0.937386
Muon  0.000000  0.000000  0.850854
Muon  0.000000  0.000000  0.717475
Pion  1.000000  1.000000  0.992873
Muon  0.000000  0.000000  0.945585
Pion  1.000000  0.000000  0.613294
Muon  0.000000  0.000000  0.959295
Muon  0.000000  0.000000  0.789180
Pion  1.000000  0.000000  0.743968
Pion  1.000000  1.000000  0.977864
Pion  1.000000  1.000000  0.999867
Pion  1.000000  0.000000  0.950315
Muon  0.000000  0.000000  0.812297
Pion  1.000000  1.000000  0.999922
Pion  1.000000  1.000000  0.999927
Pion  1.000000  1.000000  0.999516
Muon  0.000000  0.000000  0.864841
Pion  1.000000  0.000000  0.944214
Pion  1.000000  1.000000  0.997836
Pion  1.000000  0.000000  0.854706
Pion  1.000000  1.000000  0.997256
Pion  1.000000  1.000000  0.999179
Pion  1.000000  1.000000  0.578337
Pion  1.000000  0.000000  0.543640
Pion  1.000000  1.000000  0.998963
Muon  0.000000  0.000000  0.959215
Muon  0.000000  0.000000  0.793966
Muon  0.000000  0.000000  0.948743
Pion  1.000000  1.000000  0.995499
Muon  0.000000  0.000000  0.813397
Pion  1.000000  0.000000  0.611029
Muon  0.000000  0.000000  0.924820
Muon  0.000000  0.000000  0.833713
Pion  1.000000  1.000000  0.914597
Pion  1.000000  0.000000  0.740740
Pion  1.000000  1.000000  0.999547
Muon  0.000000  0.000000  0.965592
Muon  0.000000  0.000000  0.902374
Muon  0.000000  0.000000  0.892689
Pion  1.000000  1.000000  0.841031
Muon  0.000000  0.000000  0.734960
Pion  1.000000  0.000000  0.949348
Pion  1.000000  1.000000  0.833262
Muon  0.000000  0.000000  0.951261
Pion  1.000000  1.000000  0.870823
Pion  1.000000  1.000000  0.999955
Muon  0.000000  0.000000  0.946343
Muon  0.000000  0.000000  0.740885
Muon  0.000000  1.000000  0.695334
Muon  0.000000  0.000000  0.756552
Pion  1.000000  1.000000  0.999951
Pion  1.000000  1.000000  0.860254
Pion  1.000000  1.000000  0.873547
Muon  0.000000  0.000000  0.937921
Muon  0.000000  0.000000  0.807829
Muon  0.000000  0.000000  0.778651
Pion  1.000000  1.000000  0.999993
Pion  1.000000  1.000000  0.873991
Pion  1.000000  1.000000  0.883665
Pion  1.000000  1.000000  0.965742
Pion  1.000000  1.000000  0.678307
Pion  1.000000  1.000000  0.995224
Pion  1.000000  0.000000  0.857013
Pion  1.000000  1.000000  0.999785
Pion  1.000000  1.000000  0.999949
Pion  1.000000  1.000000  0.999243
Muon  0.000000  0.000000  0.868846
Muon  0.000000  0.000000  0.788560
Pion  1.000000  0.000000  0.800919
Muon  0.000000  0.000000  0.955440
Pion  1.000000  1.000000  0.999360
Muon  0.000000  0.000000  0.847801
Muon  0.000000  0.000000  0.932922
Pion  1.000000  1.000000  0.986443
Pion  1.000000  1.000000  0.999250
Pion  1.000000  1.000000  0.990760
Muon  0.000000  1.000000  0.887331
Pion  1.000000  1.000000  0.947693
Pion  1.000000  1.000000  0.724505
Pion  1.000000  0.000000  0.580240
Muon  0.000000  0.000000  0.776612
Muon  0.000000  1.000000  0.923855
Muon  0.000000  0.000000  0.728353
Muon  0.000000  0.000000  0.672735
Pion  1.000000  1.000000  0.992779
Muon  0.000000  0.000000  0.686122
Pion  1.000000  1.000000  0.999118
Pion  1.000000  1.000000  0.997944
Muon  0.000000  0.000000  0.934167
Pion  1.000000  1.000000  0.993446
Muon  0.000000  0.000000  0.942630
Muon  0.000000  0.000000  0.859851
Pion  1.000000  1.000000  0.999943
Muon  0.000000  0.000000  0.740514
Pion  1.000000  1.000000  0.993172
Pion  1.000000  1.000000  0.998754
Pion  1.000000  1.000000  0.539782
Pion  1.000000  1.000000  0.560134
Pion  1.000000  0.000000  0.770955
Pion  1.000000  1.000000  0.997956
Muon  0.000000  0.000000  0.876196
Muon  0.000000  0.000000  0.786472
Muon  0.000000  1.000000  0.625466
Muon  0.000000  0.000000  0.893192
Muon  0.000000  0.000000  0.881028
Muon  0.000000  0.000000  0.933415
Pion  1.000000  1.000000  0.999561
Pion  1.000000  1.000000  0.853466
Pion  1.000000  1.000000  0.999884
Pion  1.000000  0.000000  0.714964
Muon  0.000000  0.000000  0.787094
Pion  1.000000  1.000000  0.937561
Muon  0.000000  1.000000  0.951051
Muon  0.000000  0.000000  0.948190
Pion  1.000000  1.000000  0.978853
Muon  0.000000  0.000000  0.550845
Muon  0.000000  0.000000  0.851829
Muon  0.000000  0.000000  0.953624
Pion  1.000000  1.000000  0.985161
Muon  0.000000  0.000000  0.882820
Muon  0.000000  0.000000  0.960673
Pion  1.000000  1.000000  0.999942
Muon  0.000000  0.000000  0.778123
Pion  1.000000  1.000000  0.998284
Muon  0.000000  0.000000  0.826189
Muon  0.000000  0.000000  0.918951
Pion  1.000000  1.000000  0.998998
Pion  1.000000  0.000000  0.742814
Pion  1.000000  1.000000  0.999934
Muon  0.000000  0.000000  0.797627
Muon  0.000000  0.000000  0.951199
Muon  0.000000  0.000000  0.896840
Muon  0.000000  0.000000  0.757723
Pion  1.000000  1.000000  0.699703
Pion  1.000000  1.000000  0.933858
Muon  0.000000  0.000000  0.968161
Pion  1.000000  1.000000  0.999861
Muon  0.000000  0.000000  0.947866
Pion  1.000000  1.000000  0.846853
Pion  1.000000  1.000000  0.966350
Pion  1.000000  0.000000  0.772673
Pion  1.000000  1.000000  0.936715
Muon  0.000000  0.000000  0.720087
Muon  0.000000  0.000000  0.920570
Muon  0.000000  0.000000  0.858365
Muon  0.000000  0.000000  0.939489
Pion  1.000000  0.000000  0.830182
Pion  1.000000  1.000000  0.767420
Pion  1.000000  0.000000  0.948337
Pion  1.000000  1.000000  0.980924
Muon  0.000000  0.000000  0.812365
Pion  1.000000  1.000000  0.979378
Muon  0.000000  0.000000  0.945265
Muon  0.000000  1.000000  0.624732
Muon  0.000000  0.000000  0.956253
Pion  1.000000  0.000000  0.692151
Muon  0.000000  0.000000  0.672735
Pion  1.000000  1.000000  0.999845
Pion  1.000000  1.000000  0.994142
Pion  1.000000  1.000000  0.999208
Muon  0.000000  0.000000  0.689910
Pion  1.000000  1.000000  0.998777
Muon  0.000000  0.000000  0.962926
Muon  0.000000  0.000000  0.957171
Pion  1.000000  0.000000  0.782046
Pion  1.000000  1.000000  0.956434
Pion  1.000000  1.000000  0.998236
Muon  0.000000  0.000000  0.893368
Pion  1.000000  1.000000  0.999891
Pion  1.000000  0.000000  0.672735
Pion  1.000000  1.000000  0.998797
Pion  1.000000  1.000000  0.997190
Pion  1.000000  1.000000  0.952461
Muon  0.000000  0.000000  0.758951
Pion  1.000000  1.000000  0.851048
Pion  1.000000  1.000000  0.997120
Muon  0.000000  0.000000  0.944469
Muon  0.000000  0.000000  0.806666
Muon  0.000000  0.000000  0.844849
Muon  0.000000  0.000000  0.832147
Pion  1.000000  1.000000  0.932488
Pion  1.000000  1.000000  0.958367
Muon  0.000000  0.000000  0.912524
Pion  1.000000  1.000000  0.621786
Muon  0.000000  0.000000  0.790642
Pion  1.000000  1.000000  0.999683
Pion  1.000000  1.000000  0.894838
Muon  0.000000  0.000000  0.798479
Muon  0.000000  0.000000  0.948247
Pion  1.000000  1.000000  0.972480
Muon  0.000000  0.000000  0.818067
Pion  1.000000  1.000000  0.997376
Muon  0.000000  0.000000  0.770198
Muon  0.000000  0.000000  0.865807
Muon  0.000000  0.000000  0.835289
Muon  0.000000  1.000000  0.896033
Pion  1.000000  1.000000  0.997521
Pion  1.000000  1.000000  0.897660
Muon  0.000000  0.000000  0.920029
Muon  0.000000  0.000000  0.933105
Muon  0.000000  0.000000  0.881215
Muon  0.000000  0.000000  0.929424
Pion  1.000000  1.000000  0.953376
Muon  0.000000  0.000000  0.955241
Pion  1.000000  1.000000  0.998975
Pion  1.000000  1.000000  0.999309
Pion  1.000000  1.000000  0.991630
Muon  0.000000  0.000000  0.956949
Muon  0.000000  0.000000  0.939760
Pion  1.000000  1.000000  0.999897
Pion  1.000000  1.000000  0.852021
Muon  0.000000  0.000000  0.906369
Pion  1.000000  1.000000  0.998609
Pion  1.000000  1.000000  0.927459
Pion  1.000000  1.000000  0.980759
Muon  0.000000  0.000000  0.925367
Pion  1.000000  1.000000  0.999997
Muon  0.000000  0.000000  0.955032
Muon  0.000000  0.000000  0.921976
Pion  1.000000  1.000000  0.976714
Muon  0.000000  0.000000  0.757160
Pion  1.000000  1.000000  0.999725
Pion  1.000000  1.000000  0.999171
Muon  0.000000  0.000000  0.961758
Muon  0.000000  0.000000  0.801727
Pion  1.000000  1.000000  0.999792
Pion  1.000000  0.000000  0.861560
Muon  0.000000  0.000000  0.813489
Pion  1.000000  0.000000  0.649128
Muon  0.000000  0.000000  0.886051
Pion  1.000000  1.000000  0.998848
Pion  1.000000  1.000000  0.998971
Pion  1.000000  1.000000  0.657353
Muon  0.000000  0.000000  0.827163
Muon  0.000000  0.000000  0.925561
Pion  1.000000  0.000000  0.853710
Pion  1.000000  1.000000  0.999664
Pion  1.000000  1.000000  0.808036
Pion  1.000000  1.000000  0.999409
Muon  0.000000  0.000000  0.944539
Pion  1.000000  1.000000  0.972023
Muon  0.000000  0.000000  0.947106
Pion  1.000000  1.000000  0.991300
Pion  1.000000  1.000000  0.834603
Muon  0.000000  0.000000  0.875253
Pion  1.000000  1.000000  0.999965
Pion  1.000000  1.000000  0.851135
Pion  1.000000  1.000000  0.760276
Pion  1.000000  1.000000  0.998707
Muon  0.000000  0.000000  0.591487
Muon  0.000000  0.000000  0.633775
Muon  0.000000  0.000000  0.794637
Pion  1.000000  1.000000  0.999923
Muon  0.000000  1.000000  0.835694
Pion  1.000000  0.000000  0.656880
Muon  0.000000  0.000000  0.729897
Pion  1.000000  1.000000  0.974130
Muon  0.000000  0.000000  0.716636
Muon  0.000000  0.000000  0.961667
Pion  1.000000  1.000000  0.998346
